95.579234,59.010949,96.872100
95.588756,59.004501,96.944581
95.593710,58.999001,96.880843
95.637945,59.033776,96.871641
95.647761,59.016568,96.804046
95.709523,59.041941,96.651063
95.728440,59.023531,96.788018
95.754706,59.047330,96.638466
95.934413,58.961805,96.863314
96.140926,58.944166,97.147518
96.328239,58.937623,97.592903
96.723506,58.934286,98.044361
96.857981,58.855674,98.216754
96.864232,58.886742,98.157986
97.013351,58.860525,98.182374
97.290560,58.804989,98.456150
97.625231,58.783682,98.585771
97.843741,58.793821,98.482380
97.879841,58.766344,98.308439
98.052544,58.749975,98.026166
98.219378,58.715189,98.021395
98.685036,58.717151,97.124197
101.741854,58.796888,96.925049
103.509212,59.797559,95.898726
104.254602,59.527826,94.420824
104.567310,58.123671,89.914097
105.029008,58.042275,90.371836
105.538535,57.929811,90.962632
105.782510,57.840795,91.264019
105.886041,57.799218,91.241505
106.127962,57.713816,91.865561
106.290901,57.633247,92.111889
106.407127,57.544969,92.383784
106.579701,57.422913,92.728108
106.721079,57.411018,93.464240
106.746092,57.374002,93.194786
106.812726,57.346592,92.865548
106.920088,57.331009,93.402093
107.020773,57.241577,93.128866
114.178366,51.952755,86.822281
115.100690,50.481696,87.034409
117.864077,40.615143,93.820992
118.652927,47.615180,88.104392
118.992135,38.718296,93.691928
120.411384,35.506140,93.519195
120.466480,45.980847,88.103863
121.010567,35.193273,93.786343
121.219480,34.814330,93.958883
121.232854,33.462002,93.874398
123.163147,31.955096,92.342807
123.434200,40.815925,87.938786
123.639846,28.158074,93.199993
125.854071,28.513887,91.145828
125.861768,22.200089,92.312941
128.404422,25.550756,89.964742
128.943776,34.903820,86.442238
129.725791,24.397415,89.507222
131.527480,22.408083,88.020998
131.978821,25.863814,86.716561
132.810535,25.349151,86.626803
133.282396,21.825994,86.913046
134.129312,22.273269,86.296698
184.722466,288.784772,68.128966
185.181649,288.395903,68.013926
185.398874,287.919630,68.548366
185.558785,288.378985,67.864048
185.940942,288.211984,67.740313
185.953328,285.855416,70.514466
186.162141,288.008559,67.758914
186.212974,286.120894,70.389379
186.449036,287.469035,67.900860
186.571093,286.704085,70.134248
186.742171,287.796599,67.557264
186.773669,286.755076,69.930210
186.936742,287.889529,67.551772
187.060313,286.070466,69.504425
187.117152,287.093984,67.490664
187.459641,286.032818,69.273548
187.849601,286.334303,68.975930
187.925232,287.307787,67.170270
187.984426,287.105848,67.221215
188.080871,286.184050,68.821755
188.280411,286.187305,68.638618
188.448806,286.914654,67.135851
188.538511,286.066459,68.483982
188.586782,286.700478,67.132226
188.763051,285.838133,68.308290
188.813254,286.250433,67.085654
189.063314,285.299797,68.069490
189.219882,286.020047,67.872885
189.419604,286.023982,67.766818
189.434770,286.042385,66.927501
189.518174,285.341550,67.520719
189.679517,285.935232,66.950628
189.917470,285.256068,67.229045
189.975157,285.330796,66.852318
190.522966,285.276235,66.851952
190.637515,285.134781,66.778817
190.767582,284.716373,66.716679
190.831159,284.477428,66.753325
190.946389,285.011035,66.678452
191.075289,284.587893,66.724012
191.125557,284.648923,66.684909
191.174608,284.463801,66.695521
191.279556,284.361409,66.666950
191.364435,284.200456,66.686410
191.511739,283.665263,66.668198
191.645518,284.147853,66.624916
192.290001,275.711673,55.948054
195.747790,265.789609,54.664561
197.614271,172.527024,39.314826
197.651150,235.078994,-40.791942
198.913502,172.342558,40.277909
199.239975,171.081265,47.848056
199.460516,166.386382,50.748250
199.483038,170.997597,42.504597
200.140679,168.638894,49.998922
200.229714,165.097740,50.561453
200.294603,169.810071,47.008615
200.354452,233.718500,-69.494710
200.706446,182.834215,-78.410421
201.857152,170.139200,17.094193
202.034707,170.113559,21.530631
202.875749,171.126426,11.174366
204.109519,172.855243,-1.336338
204.169899,171.729425,2.300755
205.974613,174.399960,-15.025815
206.205723,196.102105,-80.520635
207.410504,175.157514,-21.646371
208.802455,172.648591,-39.577124
211.290029,205.451207,-82.354966
213.695953,226.876383,-85.857132
214.429252,227.711856,-86.034131
215.778476,226.451140,-84.448228
216.068349,225.794022,-87.312384
216.294332,224.077219,-86.968420
216.685469,225.740920,-87.231455
219.588233,225.304846,-87.873258
220.264877,225.190622,-87.442089
220.641416,223.551275,-95.262871
222.102403,222.841715,-90.881183
222.293663,222.283494,-94.440543
224.419967,220.351850,-99.756392
