55.825631,290.968303
62.148361,285.789617
72.635749,284.544595
76.674778,282.443565
82.280691,261.270703
85.543469,230.769906
88.531917,230.168189
116.388816,229.951473
117.224407,223.038315
118.848946,215.680962
123.350673,213.823574
126.030449,210.141063
172.863457,202.554613
176.178995,200.330195
176.331073,197.874083
178.508528,191.768870
181.277905,191.128396
182.337618,185.803954
218.322228,82.175434
220.513162,81.609886
225.476346,75.765523
231.066334,74.158112
231.313189,71.518042
232.534649,70.957158
234.427251,66.619252
