140.970671,155.259378,77.752746
157.300735,208.690596,25.283280
167.138722,220.876858,23.990659
185.413836,267.591650,23.786933
186.319962,181.439922,77.177780
192.478630,172.499443,76.735260
210.005047,197.882793,76.616345
215.267465,202.332319,76.612620
217.844363,205.692662,76.105008
220.513786,200.073028,75.518564
221.265919,325.722404,17.675980
222.917179,203.104139,75.253430
228.727481,317.102436,22.857614
231.150214,323.653701,21.057237
234.300688,306.655002,21.370739
238.704876,156.871923,28.714371
239.185131,154.783460,27.996251
240.781053,157.851111,27.804122
241.187923,151.913288,28.880669
