3239.036998,2363.711972,2273.564047,4302.100631,3347.209354,3347.149845,4216.360289,3280.439673,3293.687186
3777.355912,2561.038168,1961.686308,4198.979186,3281.450314,3256.871357,3862.244900,3113.976735,2997.795462
3769.311529,2536.752771,1929.468801,4199.401646,3282.693985,3258.463023,3859.482516,3113.978346,3019.109646
3560.394593,2981.394580,3125.833416,4232.716327,3278.008423,3272.260204,3992.866754,2997.289539,2893.621202
3527.818370,3080.894468,2968.652981,4168.219208,3265.567987,3270.225734,3833.311741,2979.144512,3058.099863
3519.881721,3070.986938,2960.960152,4166.397522,3263.470259,3269.141749,3826.162905,2990.278977,3052.515395
3473.706255,3055.351362,2990.333610,4173.588496,3261.740926,3265.305874,3789.981219,3024.736628,3051.515158
3459.445066,2908.684862,3168.629747,4249.635970,3283.588693,3283.575418,4009.108810,3060.850628,3018.935869
3454.089173,3020.806190,2984.361060,4171.990058,3248.588416,3265.592381,3822.307939,3025.268036,3043.760958
3312.512423,2523.341926,2460.287356,4304.992326,3345.741898,3345.659840,4246.603957,3273.141051,3295.237556
3307.701418,2451.407463,2359.317926,4303.148151,3348.433801,3346.513303,4244.062523,3299.159804,3268.738527
3289.362584,2465.413988,2414.977993,4302.101112,3349.978198,3346.451337,4236.506967,3290.986765,3276.241640
3541.806173,3066.790862,2952.848507,4172.205612,3261.148147,3269.887775,3798.257934,2869.985450,2986.136097
3781.383094,2608.031282,2042.285644,4200.681370,3279.700975,3258.269394,3848.603069,3099.091728,2984.300368
3248.757347,2371.372458,2276.851775,4303.088348,3346.881080,3348.675463,4221.344939,3268.572052,3306.949162
3433.592381,2802.162651,2984.315171,4279.435468,3317.120236,3306.255142,4082.614605,3168.493536,3166.466277
3367.175617,2631.964523,2553.603892,4291.545799,3335.369432,3329.618818,4219.102003,3256.321014,3225.218700
3346.528004,2578.315100,2653.913215,4297.408456,3340.095062,3332.357721,4200.945661,3228.448289,3238.135903
3439.982646,2831.430028,2634.172036,4279.650530,3312.896039,3324.351872,4173.832327,3154.865030,3234.878669
3379.440850,2662.792099,2791.823495,4282.806782,3329.275433,3321.266910,4105.800522,3223.823087,3185.066992
3449.823762,2584.804771,2485.065553,4283.747268,3329.384466,3334.422299,4195.243550,3210.438900,3225.570373
3374.097640,2588.966870,2730.407028,4288.495880,3334.986116,3323.788217,4163.798872,3220.944967,3151.428439
3390.995224,2741.649693,2598.301302,4284.646057,3322.733559,3328.348609,4205.903971,3198.027495,3231.926173
